,corr
HighBP^-1.0 *PhysActivity^-2.0,
HighBP^-1.0 *Fruits^-2.0,
HighBP^-1.0 *Veggies^-2.0,
HighBP^-1.0 *HvyAlcoholConsump^-2.0,
HighBP^-1.0 *AnyHealthcare^-2.0,
HighBP^-1.0 *NoDocbcCost^-2.0,
HighBP^-1.0 *GenHlth^-2.0,
HighBP^-1.0 *MentHlth^-2.0,
HighBP^-1.0 *PhysHlth^-2.0,
HighBP^-1.0 *DiffWalk^-2.0,
HighBP^-1.0 *Sex^-2.0,
HighBP^-1.0 *Age^-2.0,
HighBP^-1.0 *Education^-2.0,
HighBP^-1.0 *Income^-2.0,
HighChol^-1.0 *CholCheck^-2.0,
HighChol^-1.0 *BMI^-2.0,
HighChol^-1.0 *Smoker^-2.0,
HighChol^-1.0 *Stroke^-2.0,
HighChol^-1.0 *HeartDiseaseorAttack^-2.0,
HighChol^-1.0 *PhysActivity^-2.0,
HighChol^-1.0 *Fruits^-2.0,
HighChol^-1.0 *Veggies^-2.0,
HighChol^-1.0 *HvyAlcoholConsump^-2.0,
HighChol^-1.0 *AnyHealthcare^-2.0,
HighChol^-1.0 *NoDocbcCost^-2.0,
HighChol^-1.0 *GenHlth^-2.0,
HighChol^-1.0 *MentHlth^-2.0,
HighChol^-1.0 *PhysHlth^-2.0,
HighChol^-1.0 *DiffWalk^-2.0,
HighChol^-1.0 *Sex^-2.0,
HighChol^-1.0 *Age^-2.0,
HighChol^-1.0 *Education^-2.0,
HighChol^-1.0 *Income^-2.0,
CholCheck^-1.0 *BMI^-2.0,
CholCheck^-1.0 *Smoker^-2.0,
CholCheck^-1.0 *Stroke^-2.0,
CholCheck^-1.0 *HeartDiseaseorAttack^-2.0,
CholCheck^-1.0 *PhysActivity^-2.0,
CholCheck^-1.0 *Fruits^-2.0,
CholCheck^-1.0 *Veggies^-2.0,
CholCheck^-1.0 *HvyAlcoholConsump^-2.0,
CholCheck^-1.0 *AnyHealthcare^-2.0,
CholCheck^-1.0 *NoDocbcCost^-2.0,
CholCheck^-1.0 *GenHlth^-2.0,
CholCheck^-1.0 *MentHlth^-2.0,
CholCheck^-1.0 *PhysHlth^-2.0,
CholCheck^-1.0 *DiffWalk^-2.0,
CholCheck^-1.0 *Sex^-2.0,
CholCheck^-1.0 *Age^-2.0,
CholCheck^-1.0 *Education^-2.0,
CholCheck^-1.0 *Income^-2.0,
BMI^-1.0 *Smoker^-2.0,
BMI^-1.0 *Stroke^-2.0,
BMI^-1.0 *HeartDiseaseorAttack^-2.0,
BMI^-1.0 *PhysActivity^-2.0,
BMI^-1.0 *Fruits^-2.0,
BMI^-1.0 *Veggies^-2.0,
BMI^-1.0 *HvyAlcoholConsump^-2.0,
BMI^-1.0 *AnyHealthcare^-2.0,
BMI^-1.0 *NoDocbcCost^-2.0,
BMI^-1.0 *GenHlth^-2.0,-0.209700625266285
BMI^-1.0 *MentHlth^-2.0,
BMI^-1.0 *PhysHlth^-2.0,
BMI^-1.0 *DiffWalk^-2.0,
BMI^-1.0 *Sex^-2.0,
BMI^-1.0 *Age^-2.0,-0.09123775907840068
BMI^-1.0 *Education^-2.0,0.035850545846227946
BMI^-1.0 *Income^-2.0,0.06289063871544558
Smoker^-1.0 *Stroke^-2.0,
Smoker^-1.0 *HeartDiseaseorAttack^-2.0,
Smoker^-1.0 *PhysActivity^-2.0,
Smoker^-1.0 *Fruits^-2.0,
Smoker^-1.0 *Veggies^-2.0,
Smoker^-1.0 *HvyAlcoholConsump^-2.0,
Smoker^-1.0 *AnyHealthcare^-2.0,
Smoker^-1.0 *NoDocbcCost^-2.0,
Smoker^-1.0 *GenHlth^-2.0,
Smoker^-1.0 *MentHlth^-2.0,
Smoker^-1.0 *PhysHlth^-2.0,
Smoker^-1.0 *DiffWalk^-2.0,
Smoker^-1.0 *Sex^-2.0,
Smoker^-1.0 *Age^-2.0,
Smoker^-1.0 *Education^-2.0,
Smoker^-1.0 *Income^-2.0,
Stroke^-1.0 *HeartDiseaseorAttack^-2.0,
Stroke^-1.0 *PhysActivity^-2.0,
Stroke^-1.0 *Fruits^-2.0,
Stroke^-1.0 *Veggies^-2.0,
Stroke^-1.0 *HvyAlcoholConsump^-2.0,
Stroke^-1.0 *AnyHealthcare^-2.0,
Stroke^-1.0 *NoDocbcCost^-2.0,
Stroke^-1.0 *GenHlth^-2.0,
Stroke^-1.0 *MentHlth^-2.0,
Stroke^-1.0 *PhysHlth^-2.0,
Stroke^-1.0 *DiffWalk^-2.0,
Stroke^-1.0 *Sex^-2.0,
Stroke^-1.0 *Age^-2.0,
Stroke^-1.0 *Education^-2.0,
Stroke^-1.0 *Income^-2.0,
HeartDiseaseorAttack^-1.0 *PhysActivity^-2.0,
HeartDiseaseorAttack^-1.0 *Fruits^-2.0,
HeartDiseaseorAttack^-1.0 *Veggies^-2.0,
HeartDiseaseorAttack^-1.0 *HvyAlcoholConsump^-2.0,
HeartDiseaseorAttack^-1.0 *AnyHealthcare^-2.0,
HeartDiseaseorAttack^-1.0 *NoDocbcCost^-2.0,
HeartDiseaseorAttack^-1.0 *GenHlth^-2.0,
HeartDiseaseorAttack^-1.0 *MentHlth^-2.0,
HeartDiseaseorAttack^-1.0 *PhysHlth^-2.0,
HeartDiseaseorAttack^-1.0 *DiffWalk^-2.0,
HeartDiseaseorAttack^-1.0 *Sex^-2.0,
HeartDiseaseorAttack^-1.0 *Age^-2.0,
HeartDiseaseorAttack^-1.0 *Education^-2.0,
HeartDiseaseorAttack^-1.0 *Income^-2.0,
PhysActivity^-1.0 *Fruits^-2.0,
PhysActivity^-1.0 *Veggies^-2.0,
PhysActivity^-1.0 *HvyAlcoholConsump^-2.0,
PhysActivity^-1.0 *AnyHealthcare^-2.0,
PhysActivity^-1.0 *NoDocbcCost^-2.0,
PhysActivity^-1.0 *GenHlth^-2.0,
PhysActivity^-1.0 *MentHlth^-2.0,
PhysActivity^-1.0 *PhysHlth^-2.0,
PhysActivity^-1.0 *DiffWalk^-2.0,
PhysActivity^-1.0 *Sex^-2.0,
PhysActivity^-1.0 *Age^-2.0,
PhysActivity^-1.0 *Education^-2.0,
PhysActivity^-1.0 *Income^-2.0,
Fruits^-1.0 *Veggies^-2.0,
Fruits^-1.0 *HvyAlcoholConsump^-2.0,
Fruits^-1.0 *AnyHealthcare^-2.0,
Fruits^-1.0 *NoDocbcCost^-2.0,
Fruits^-1.0 *GenHlth^-2.0,
Fruits^-1.0 *MentHlth^-2.0,
Fruits^-1.0 *PhysHlth^-2.0,
Fruits^-1.0 *DiffWalk^-2.0,
Fruits^-1.0 *Sex^-2.0,
Fruits^-1.0 *Age^-2.0,
Fruits^-1.0 *Education^-2.0,
Fruits^-1.0 *Income^-2.0,
Veggies^-1.0 *HvyAlcoholConsump^-2.0,
Veggies^-1.0 *AnyHealthcare^-2.0,
Veggies^-1.0 *NoDocbcCost^-2.0,
Veggies^-1.0 *GenHlth^-2.0,
Veggies^-1.0 *MentHlth^-2.0,
Veggies^-1.0 *PhysHlth^-2.0,
Veggies^-1.0 *DiffWalk^-2.0,
Veggies^-1.0 *Sex^-2.0,
Veggies^-1.0 *Age^-2.0,
Veggies^-1.0 *Education^-2.0,
Veggies^-1.0 *Income^-2.0,
HvyAlcoholConsump^-1.0 *AnyHealthcare^-2.0,
HvyAlcoholConsump^-1.0 *NoDocbcCost^-2.0,
HvyAlcoholConsump^-1.0 *GenHlth^-2.0,
HvyAlcoholConsump^-1.0 *MentHlth^-2.0,
HvyAlcoholConsump^-1.0 *PhysHlth^-2.0,
HvyAlcoholConsump^-1.0 *DiffWalk^-2.0,
HvyAlcoholConsump^-1.0 *Sex^-2.0,
HvyAlcoholConsump^-1.0 *Age^-2.0,
HvyAlcoholConsump^-1.0 *Education^-2.0,
HvyAlcoholConsump^-1.0 *Income^-2.0,
AnyHealthcare^-1.0 *NoDocbcCost^-2.0,
AnyHealthcare^-1.0 *GenHlth^-2.0,
AnyHealthcare^-1.0 *MentHlth^-2.0,
AnyHealthcare^-1.0 *PhysHlth^-2.0,
AnyHealthcare^-1.0 *DiffWalk^-2.0,
AnyHealthcare^-1.0 *Sex^-2.0,
AnyHealthcare^-1.0 *Age^-2.0,
AnyHealthcare^-1.0 *Education^-2.0,
AnyHealthcare^-1.0 *Income^-2.0,
NoDocbcCost^-1.0 *GenHlth^-2.0,
NoDocbcCost^-1.0 *MentHlth^-2.0,
NoDocbcCost^-1.0 *PhysHlth^-2.0,
NoDocbcCost^-1.0 *DiffWalk^-2.0,
NoDocbcCost^-1.0 *Sex^-2.0,
NoDocbcCost^-1.0 *Age^-2.0,
NoDocbcCost^-1.0 *Education^-2.0,
NoDocbcCost^-1.0 *Income^-2.0,
GenHlth^-1.0 *MentHlth^-2.0,
GenHlth^-1.0 *PhysHlth^-2.0,
GenHlth^-1.0 *DiffWalk^-2.0,
GenHlth^-1.0 *Sex^-2.0,
GenHlth^-1.0 *Age^-2.0,-0.09212005417478977
GenHlth^-1.0 *Education^-2.0,-0.06678956949486452
GenHlth^-1.0 *Income^-2.0,0.026212452241662458
MentHlth^-1.0 *PhysHlth^-2.0,
MentHlth^-1.0 *DiffWalk^-2.0,
MentHlth^-1.0 *Sex^-2.0,
MentHlth^-1.0 *Age^-2.0,
MentHlth^-1.0 *Education^-2.0,
MentHlth^-1.0 *Income^-2.0,
PhysHlth^-1.0 *DiffWalk^-2.0,
PhysHlth^-1.0 *Sex^-2.0,
PhysHlth^-1.0 *Age^-2.0,
PhysHlth^-1.0 *Education^-2.0,
PhysHlth^-1.0 *Income^-2.0,
DiffWalk^-1.0 *Sex^-2.0,
DiffWalk^-1.0 *Age^-2.0,
DiffWalk^-1.0 *Education^-2.0,
DiffWalk^-1.0 *Income^-2.0,
Sex^-1.0 *Age^-2.0,
Sex^-1.0 *Education^-2.0,
Sex^-1.0 *Income^-2.0,
Age^-1.0 *Education^-2.0,-0.04112919242263672
Age^-1.0 *Income^-2.0,0.00851009132210209
Education^-1.0 *Income^-2.0,0.09786220268371719
HighBP^-1.0 *HighChol^-1.5,
HighBP^-1.0 *CholCheck^-1.5,
HighBP^-1.0 *BMI^-1.5,
HighBP^-1.0 *Smoker^-1.5,
HighBP^-1.0 *Stroke^-1.5,
HighBP^-1.0 *HeartDiseaseorAttack^-1.5,
HighBP^-1.0 *PhysActivity^-1.5,
HighBP^-1.0 *Fruits^-1.5,
HighBP^-1.0 *Veggies^-1.5,
HighBP^-1.0 *HvyAlcoholConsump^-1.5,
HighBP^-1.0 *AnyHealthcare^-1.5,
HighBP^-1.0 *NoDocbcCost^-1.5,
HighBP^-1.0 *GenHlth^-1.5,
HighBP^-1.0 *MentHlth^-1.5,
HighBP^-1.0 *PhysHlth^-1.5,
HighBP^-1.0 *DiffWalk^-1.5,
HighBP^-1.0 *Sex^-1.5,
HighBP^-1.0 *Age^-1.5,
HighBP^-1.0 *Education^-1.5,
HighBP^-1.0 *Income^-1.5,
HighChol^-1.0 *CholCheck^-1.5,
HighChol^-1.0 *BMI^-1.5,
HighChol^-1.0 *Smoker^-1.5,
HighChol^-1.0 *Stroke^-1.5,
HighChol^-1.0 *HeartDiseaseorAttack^-1.5,
HighChol^-1.0 *PhysActivity^-1.5,
HighChol^-1.0 *Fruits^-1.5,
HighChol^-1.0 *Veggies^-1.5,
HighChol^-1.0 *HvyAlcoholConsump^-1.5,
HighChol^-1.0 *AnyHealthcare^-1.5,
HighChol^-1.0 *NoDocbcCost^-1.5,
HighChol^-1.0 *GenHlth^-1.5,
HighChol^-1.0 *MentHlth^-1.5,
HighChol^-1.0 *PhysHlth^-1.5,
HighChol^-1.0 *DiffWalk^-1.5,
HighChol^-1.0 *Sex^-1.5,
HighChol^-1.0 *Age^-1.5,
HighChol^-1.0 *Education^-1.5,
HighChol^-1.0 *Income^-1.5,
CholCheck^-1.0 *BMI^-1.5,
CholCheck^-1.0 *Smoker^-1.5,
CholCheck^-1.0 *Stroke^-1.5,
CholCheck^-1.0 *HeartDiseaseorAttack^-1.5,
CholCheck^-1.0 *PhysActivity^-1.5,
CholCheck^-1.0 *Fruits^-1.5,
CholCheck^-1.0 *Veggies^-1.5,
CholCheck^-1.0 *HvyAlcoholConsump^-1.5,
CholCheck^-1.0 *AnyHealthcare^-1.5,
CholCheck^-1.0 *NoDocbcCost^-1.5,
CholCheck^-1.0 *GenHlth^-1.5,
CholCheck^-1.0 *MentHlth^-1.5,
CholCheck^-1.0 *PhysHlth^-1.5,
CholCheck^-1.0 *DiffWalk^-1.5,
CholCheck^-1.0 *Sex^-1.5,
CholCheck^-1.0 *Age^-1.5,
CholCheck^-1.0 *Education^-1.5,
CholCheck^-1.0 *Income^-1.5,
BMI^-1.0 *Smoker^-1.5,
BMI^-1.0 *Stroke^-1.5,
BMI^-1.0 *HeartDiseaseorAttack^-1.5,
BMI^-1.0 *PhysActivity^-1.5,
BMI^-1.0 *Fruits^-1.5,
BMI^-1.0 *Veggies^-1.5,
BMI^-1.0 *HvyAlcoholConsump^-1.5,
BMI^-1.0 *AnyHealthcare^-1.5,
BMI^-1.0 *NoDocbcCost^-1.5,
BMI^-1.0 *GenHlth^-1.5,-0.22986772796700589
BMI^-1.0 *MentHlth^-1.5,
BMI^-1.0 *PhysHlth^-1.5,
BMI^-1.0 *DiffWalk^-1.5,
BMI^-1.0 *Sex^-1.5,
BMI^-1.0 *Age^-1.5,-0.11441011560919763
BMI^-1.0 *Education^-1.5,0.01291133755955698
BMI^-1.0 *Income^-1.5,0.06496274442857275
Smoker^-1.0 *Stroke^-1.5,
Smoker^-1.0 *HeartDiseaseorAttack^-1.5,
Smoker^-1.0 *PhysActivity^-1.5,
Smoker^-1.0 *Fruits^-1.5,
Smoker^-1.0 *Veggies^-1.5,
Smoker^-1.0 *HvyAlcoholConsump^-1.5,
Smoker^-1.0 *AnyHealthcare^-1.5,
Smoker^-1.0 *NoDocbcCost^-1.5,
Smoker^-1.0 *GenHlth^-1.5,
Smoker^-1.0 *MentHlth^-1.5,
Smoker^-1.0 *PhysHlth^-1.5,
Smoker^-1.0 *DiffWalk^-1.5,
Smoker^-1.0 *Sex^-1.5,
Smoker^-1.0 *Age^-1.5,
Smoker^-1.0 *Education^-1.5,
Smoker^-1.0 *Income^-1.5,
Stroke^-1.0 *HeartDiseaseorAttack^-1.5,
Stroke^-1.0 *PhysActivity^-1.5,
Stroke^-1.0 *Fruits^-1.5,
Stroke^-1.0 *Veggies^-1.5,
Stroke^-1.0 *HvyAlcoholConsump^-1.5,
Stroke^-1.0 *AnyHealthcare^-1.5,
Stroke^-1.0 *NoDocbcCost^-1.5,
Stroke^-1.0 *GenHlth^-1.5,
Stroke^-1.0 *MentHlth^-1.5,
Stroke^-1.0 *PhysHlth^-1.5,
Stroke^-1.0 *DiffWalk^-1.5,
Stroke^-1.0 *Sex^-1.5,
Stroke^-1.0 *Age^-1.5,
Stroke^-1.0 *Education^-1.5,
Stroke^-1.0 *Income^-1.5,
HeartDiseaseorAttack^-1.0 *PhysActivity^-1.5,
HeartDiseaseorAttack^-1.0 *Fruits^-1.5,
HeartDiseaseorAttack^-1.0 *Veggies^-1.5,
HeartDiseaseorAttack^-1.0 *HvyAlcoholConsump^-1.5,
HeartDiseaseorAttack^-1.0 *AnyHealthcare^-1.5,
HeartDiseaseorAttack^-1.0 *NoDocbcCost^-1.5,
HeartDiseaseorAttack^-1.0 *GenHlth^-1.5,
HeartDiseaseorAttack^-1.0 *MentHlth^-1.5,
HeartDiseaseorAttack^-1.0 *PhysHlth^-1.5,
HeartDiseaseorAttack^-1.0 *DiffWalk^-1.5,
HeartDiseaseorAttack^-1.0 *Sex^-1.5,
HeartDiseaseorAttack^-1.0 *Age^-1.5,
HeartDiseaseorAttack^-1.0 *Education^-1.5,
HeartDiseaseorAttack^-1.0 *Income^-1.5,
PhysActivity^-1.0 *Fruits^-1.5,
PhysActivity^-1.0 *Veggies^-1.5,
PhysActivity^-1.0 *HvyAlcoholConsump^-1.5,
PhysActivity^-1.0 *AnyHealthcare^-1.5,
PhysActivity^-1.0 *NoDocbcCost^-1.5,
PhysActivity^-1.0 *GenHlth^-1.5,
PhysActivity^-1.0 *MentHlth^-1.5,
PhysActivity^-1.0 *PhysHlth^-1.5,
PhysActivity^-1.0 *DiffWalk^-1.5,
PhysActivity^-1.0 *Sex^-1.5,
PhysActivity^-1.0 *Age^-1.5,
PhysActivity^-1.0 *Education^-1.5,
PhysActivity^-1.0 *Income^-1.5,
Fruits^-1.0 *Veggies^-1.5,
Fruits^-1.0 *HvyAlcoholConsump^-1.5,
Fruits^-1.0 *AnyHealthcare^-1.5,
Fruits^-1.0 *NoDocbcCost^-1.5,
Fruits^-1.0 *GenHlth^-1.5,
Fruits^-1.0 *MentHlth^-1.5,
Fruits^-1.0 *PhysHlth^-1.5,
Fruits^-1.0 *DiffWalk^-1.5,
Fruits^-1.0 *Sex^-1.5,
Fruits^-1.0 *Age^-1.5,
Fruits^-1.0 *Education^-1.5,
Fruits^-1.0 *Income^-1.5,
Veggies^-1.0 *HvyAlcoholConsump^-1.5,
Veggies^-1.0 *AnyHealthcare^-1.5,
Veggies^-1.0 *NoDocbcCost^-1.5,
Veggies^-1.0 *GenHlth^-1.5,
Veggies^-1.0 *MentHlth^-1.5,
Veggies^-1.0 *PhysHlth^-1.5,
Veggies^-1.0 *DiffWalk^-1.5,
Veggies^-1.0 *Sex^-1.5,
Veggies^-1.0 *Age^-1.5,
Veggies^-1.0 *Education^-1.5,
Veggies^-1.0 *Income^-1.5,
HvyAlcoholConsump^-1.0 *AnyHealthcare^-1.5,
HvyAlcoholConsump^-1.0 *NoDocbcCost^-1.5,
HvyAlcoholConsump^-1.0 *GenHlth^-1.5,
HvyAlcoholConsump^-1.0 *MentHlth^-1.5,
HvyAlcoholConsump^-1.0 *PhysHlth^-1.5,
HvyAlcoholConsump^-1.0 *DiffWalk^-1.5,
HvyAlcoholConsump^-1.0 *Sex^-1.5,
HvyAlcoholConsump^-1.0 *Age^-1.5,
HvyAlcoholConsump^-1.0 *Education^-1.5,
HvyAlcoholConsump^-1.0 *Income^-1.5,
AnyHealthcare^-1.0 *NoDocbcCost^-1.5,
AnyHealthcare^-1.0 *GenHlth^-1.5,
AnyHealthcare^-1.0 *MentHlth^-1.5,
AnyHealthcare^-1.0 *PhysHlth^-1.5,
AnyHealthcare^-1.0 *DiffWalk^-1.5,
AnyHealthcare^-1.0 *Sex^-1.5,
AnyHealthcare^-1.0 *Age^-1.5,
AnyHealthcare^-1.0 *Education^-1.5,
AnyHealthcare^-1.0 *Income^-1.5,
NoDocbcCost^-1.0 *GenHlth^-1.5,
NoDocbcCost^-1.0 *MentHlth^-1.5,
NoDocbcCost^-1.0 *PhysHlth^-1.5,
NoDocbcCost^-1.0 *DiffWalk^-1.5,
NoDocbcCost^-1.0 *Sex^-1.5,
NoDocbcCost^-1.0 *Age^-1.5,
NoDocbcCost^-1.0 *Education^-1.5,
NoDocbcCost^-1.0 *Income^-1.5,
GenHlth^-1.0 *MentHlth^-1.5,
GenHlth^-1.0 *PhysHlth^-1.5,
GenHlth^-1.0 *DiffWalk^-1.5,
GenHlth^-1.0 *Sex^-1.5,
GenHlth^-1.0 *Age^-1.5,-0.1219513385039943
GenHlth^-1.0 *Education^-1.5,-0.12489861753519022
GenHlth^-1.0 *Income^-1.5,0.00810816332023837
MentHlth^-1.0 *PhysHlth^-1.5,
MentHlth^-1.0 *DiffWalk^-1.5,
MentHlth^-1.0 *Sex^-1.5,
MentHlth^-1.0 *Age^-1.5,
MentHlth^-1.0 *Education^-1.5,
MentHlth^-1.0 *Income^-1.5,
PhysHlth^-1.0 *DiffWalk^-1.5,
PhysHlth^-1.0 *Sex^-1.5,
PhysHlth^-1.0 *Age^-1.5,
PhysHlth^-1.0 *Education^-1.5,
PhysHlth^-1.0 *Income^-1.5,
DiffWalk^-1.0 *Sex^-1.5,
DiffWalk^-1.0 *Age^-1.5,
DiffWalk^-1.0 *Education^-1.5,
DiffWalk^-1.0 *Income^-1.5,
Sex^-1.0 *Age^-1.5,
Sex^-1.0 *Education^-1.5,
Sex^-1.0 *Income^-1.5,
Age^-1.0 *Education^-1.5,-0.07038406050328193
Age^-1.0 *Income^-1.5,-0.0012109769265214953
Education^-1.0 *Income^-1.5,0.11213616098175158
HighBP^-1.0 *HighChol^-1.0,
HighBP^-1.0 *CholCheck^-1.0,
HighBP^-1.0 *BMI^-1.0,
HighBP^-1.0 *Smoker^-1.0,
HighBP^-1.0 *Stroke^-1.0,
HighBP^-1.0 *HeartDiseaseorAttack^-1.0,
HighBP^-1.0 *PhysActivity^-1.0,
HighBP^-1.0 *Fruits^-1.0,
HighBP^-1.0 *Veggies^-1.0,
HighBP^-1.0 *HvyAlcoholConsump^-1.0,
HighBP^-1.0 *AnyHealthcare^-1.0,
HighBP^-1.0 *NoDocbcCost^-1.0,
HighBP^-1.0 *GenHlth^-1.0,
HighBP^-1.0 *MentHlth^-1.0,
HighBP^-1.0 *PhysHlth^-1.0,
HighBP^-1.0 *DiffWalk^-1.0,
HighBP^-1.0 *Sex^-1.0,
HighBP^-1.0 *Age^-1.0,
HighBP^-1.0 *Education^-1.0,
HighBP^-1.0 *Income^-1.0,
HighChol^-1.0 *CholCheck^-1.0,
HighChol^-1.0 *BMI^-1.0,
HighChol^-1.0 *Smoker^-1.0,
HighChol^-1.0 *Stroke^-1.0,
HighChol^-1.0 *HeartDiseaseorAttack^-1.0,
HighChol^-1.0 *PhysActivity^-1.0,
HighChol^-1.0 *Fruits^-1.0,
HighChol^-1.0 *Veggies^-1.0,
HighChol^-1.0 *HvyAlcoholConsump^-1.0,
HighChol^-1.0 *AnyHealthcare^-1.0,
HighChol^-1.0 *NoDocbcCost^-1.0,
HighChol^-1.0 *GenHlth^-1.0,
HighChol^-1.0 *MentHlth^-1.0,
HighChol^-1.0 *PhysHlth^-1.0,
HighChol^-1.0 *DiffWalk^-1.0,
HighChol^-1.0 *Sex^-1.0,
HighChol^-1.0 *Age^-1.0,
HighChol^-1.0 *Education^-1.0,
HighChol^-1.0 *Income^-1.0,
CholCheck^-1.0 *BMI^-1.0,
CholCheck^-1.0 *Smoker^-1.0,
CholCheck^-1.0 *Stroke^-1.0,
CholCheck^-1.0 *HeartDiseaseorAttack^-1.0,
CholCheck^-1.0 *PhysActivity^-1.0,
CholCheck^-1.0 *Fruits^-1.0,
CholCheck^-1.0 *Veggies^-1.0,
CholCheck^-1.0 *HvyAlcoholConsump^-1.0,
CholCheck^-1.0 *AnyHealthcare^-1.0,
CholCheck^-1.0 *NoDocbcCost^-1.0,
CholCheck^-1.0 *GenHlth^-1.0,
CholCheck^-1.0 *MentHlth^-1.0,
CholCheck^-1.0 *PhysHlth^-1.0,
CholCheck^-1.0 *DiffWalk^-1.0,
CholCheck^-1.0 *Sex^-1.0,
CholCheck^-1.0 *Age^-1.0,
CholCheck^-1.0 *Education^-1.0,
CholCheck^-1.0 *Income^-1.0,
BMI^-1.0 *Smoker^-1.0,
BMI^-1.0 *Stroke^-1.0,
BMI^-1.0 *HeartDiseaseorAttack^-1.0,
BMI^-1.0 *PhysActivity^-1.0,
BMI^-1.0 *Fruits^-1.0,
BMI^-1.0 *Veggies^-1.0,
BMI^-1.0 *HvyAlcoholConsump^-1.0,
BMI^-1.0 *AnyHealthcare^-1.0,
BMI^-1.0 *NoDocbcCost^-1.0,
BMI^-1.0 *GenHlth^-1.0,-0.2565210188981972
BMI^-1.0 *MentHlth^-1.0,
BMI^-1.0 *PhysHlth^-1.0,
BMI^-1.0 *DiffWalk^-1.0,
BMI^-1.0 *Sex^-1.0,
BMI^-1.0 *Age^-1.0,-0.1528387963754916
BMI^-1.0 *Education^-1.0,-0.03924883957163232
BMI^-1.0 *Income^-1.0,0.054248019270020424
Smoker^-1.0 *Stroke^-1.0,
Smoker^-1.0 *HeartDiseaseorAttack^-1.0,
Smoker^-1.0 *PhysActivity^-1.0,
Smoker^-1.0 *Fruits^-1.0,
Smoker^-1.0 *Veggies^-1.0,
Smoker^-1.0 *HvyAlcoholConsump^-1.0,
Smoker^-1.0 *AnyHealthcare^-1.0,
Smoker^-1.0 *NoDocbcCost^-1.0,
Smoker^-1.0 *GenHlth^-1.0,
Smoker^-1.0 *MentHlth^-1.0,
Smoker^-1.0 *PhysHlth^-1.0,
Smoker^-1.0 *DiffWalk^-1.0,
Smoker^-1.0 *Sex^-1.0,
Smoker^-1.0 *Age^-1.0,
Smoker^-1.0 *Education^-1.0,
Smoker^-1.0 *Income^-1.0,
Stroke^-1.0 *HeartDiseaseorAttack^-1.0,
Stroke^-1.0 *PhysActivity^-1.0,
Stroke^-1.0 *Fruits^-1.0,
Stroke^-1.0 *Veggies^-1.0,
Stroke^-1.0 *HvyAlcoholConsump^-1.0,
Stroke^-1.0 *AnyHealthcare^-1.0,
Stroke^-1.0 *NoDocbcCost^-1.0,
Stroke^-1.0 *GenHlth^-1.0,
Stroke^-1.0 *MentHlth^-1.0,
Stroke^-1.0 *PhysHlth^-1.0,
Stroke^-1.0 *DiffWalk^-1.0,
Stroke^-1.0 *Sex^-1.0,
Stroke^-1.0 *Age^-1.0,
Stroke^-1.0 *Education^-1.0,
Stroke^-1.0 *Income^-1.0,
HeartDiseaseorAttack^-1.0 *PhysActivity^-1.0,
HeartDiseaseorAttack^-1.0 *Fruits^-1.0,
HeartDiseaseorAttack^-1.0 *Veggies^-1.0,
HeartDiseaseorAttack^-1.0 *HvyAlcoholConsump^-1.0,
HeartDiseaseorAttack^-1.0 *AnyHealthcare^-1.0,
HeartDiseaseorAttack^-1.0 *NoDocbcCost^-1.0,
HeartDiseaseorAttack^-1.0 *GenHlth^-1.0,
HeartDiseaseorAttack^-1.0 *MentHlth^-1.0,
HeartDiseaseorAttack^-1.0 *PhysHlth^-1.0,
HeartDiseaseorAttack^-1.0 *DiffWalk^-1.0,
HeartDiseaseorAttack^-1.0 *Sex^-1.0,
HeartDiseaseorAttack^-1.0 *Age^-1.0,
HeartDiseaseorAttack^-1.0 *Education^-1.0,
HeartDiseaseorAttack^-1.0 *Income^-1.0,
PhysActivity^-1.0 *Fruits^-1.0,
PhysActivity^-1.0 *Veggies^-1.0,
PhysActivity^-1.0 *HvyAlcoholConsump^-1.0,
PhysActivity^-1.0 *AnyHealthcare^-1.0,
PhysActivity^-1.0 *NoDocbcCost^-1.0,
PhysActivity^-1.0 *GenHlth^-1.0,
PhysActivity^-1.0 *MentHlth^-1.0,
PhysActivity^-1.0 *PhysHlth^-1.0,
PhysActivity^-1.0 *DiffWalk^-1.0,
PhysActivity^-1.0 *Sex^-1.0,
PhysActivity^-1.0 *Age^-1.0,
PhysActivity^-1.0 *Education^-1.0,
PhysActivity^-1.0 *Income^-1.0,
Fruits^-1.0 *Veggies^-1.0,
Fruits^-1.0 *HvyAlcoholConsump^-1.0,
Fruits^-1.0 *AnyHealthcare^-1.0,
Fruits^-1.0 *NoDocbcCost^-1.0,
Fruits^-1.0 *GenHlth^-1.0,
Fruits^-1.0 *MentHlth^-1.0,
Fruits^-1.0 *PhysHlth^-1.0,
Fruits^-1.0 *DiffWalk^-1.0,
Fruits^-1.0 *Sex^-1.0,
Fruits^-1.0 *Age^-1.0,
Fruits^-1.0 *Education^-1.0,
Fruits^-1.0 *Income^-1.0,
Veggies^-1.0 *HvyAlcoholConsump^-1.0,
Veggies^-1.0 *AnyHealthcare^-1.0,
Veggies^-1.0 *NoDocbcCost^-1.0,
Veggies^-1.0 *GenHlth^-1.0,
Veggies^-1.0 *MentHlth^-1.0,
Veggies^-1.0 *PhysHlth^-1.0,
Veggies^-1.0 *DiffWalk^-1.0,
Veggies^-1.0 *Sex^-1.0,
Veggies^-1.0 *Age^-1.0,
Veggies^-1.0 *Education^-1.0,
